timestamp,ward_id,population_density,outdoor_worker_ratio,built_up_ratio,temperature_c,rh_pct,wind_speed_kmh,shortwave_radiation_wm2,wbgt_proxy,heat_index,htsi_score,risk_label
2026-08-24T14:00,1,2083.05,,,29.1,82,20.6,369.0,33.38,35.48,47,MODERATE
2026-08-24T15:00,1,2083.05,,,29.5,79,22.6,308.0,33.42,35.92,48,MODERATE
2026-08-24T16:00,1,2083.05,,,29.6,81,16.8,233.0,33.88,36.72,49,MODERATE
2026-08-24T17:00,1,2083.05,,,30.4,74,16.8,108.0,33.76,37.13,50,MODERATE
2026-08-24T18:00,1,2083.05,,,29.9,76,17.0,9.0,33.45,36.29,48,MODERATE
2026-08-24T19:00,1,2083.05,,,29.3,81,16.6,0.0,33.48,35.83,47,MODERATE
2026-08-24T20:00,1,2083.05,,,28.9,81,19.0,0.0,32.96,34.68,45,MODERATE
2026-08-24T21:00,1,2083.05,,,28.1,86,18.9,0.0,32.68,33.35,43,MODERATE
2026-08-24T22:00,1,2083.05,,,27.1,91,17.3,0.0,32.09,31.13,38,MODERATE
2026-08-24T23:00,1,2083.05,,,27.7,90,12.5,0.0,32.74,32.81,43,MODERATE
2026-08-25T00:00,1,2083.05,,,27.3,89,16.0,0.0,32.07,31.48,39,MODERATE
2026-08-25T01:00,1,2083.05,,,26.5,92,12.8,0.0,31.44,26.5,25,LOW
2026-08-25T02:00,1,2083.05,,,26.4,93,14.0,0.0,31.45,26.4,25,LOW
2026-08-25T03:00,1,2083.05,,,26.7,94,13.6,0.0,31.98,30.24,36,MODERATE
2026-08-25T04:00,1,2083.05,,,26.9,94,13.7,0.0,32.25,30.85,38,MODERATE
2026-08-25T05:00,1,2083.05,,,27.7,89,13.9,1.0,32.6,32.66,42,MODERATE
2026-08-25T06:00,1,2083.05,,,28.3,88,15.4,69.0,33.25,34.32,45,MODERATE
2026-08-25T07:00,1,2083.05,,,29.0,83,18.0,217.0,33.41,35.41,47,MODERATE
2026-08-25T08:00,1,2083.05,,,29.9,82,18.6,403.0,34.44,37.92,52,HIGH
2026-08-25T09:00,1,2083.05,,,30.1,79,19.2,603.0,34.21,37.69,52,HIGH
2026-08-25T10:00,1,2083.05,,,30.4,76,19.2,531.0,34.1,37.71,52,HIGH
2026-08-25T11:00,1,2083.05,,,31.1,73,20.2,538.0,34.49,38.82,54,HIGH
2026-08-25T12:00,1,2083.05,,,29.2,84,20.7,678.0,33.83,36.25,50,MODERATE
2026-08-25T13:00,1,2083.05,,,29.7,84,17.1,456.0,34.5,37.85,52,HIGH
2026-08-25T14:00,1,2083.05,,,30.8,79,17.2,614.0,35.15,39.87,56,HIGH
2026-08-25T15:00,1,2083.05,,,29.7,80,20.0,427.0,33.85,36.76,50,MODERATE
2026-08-25T16:00,1,2083.05,,,29.9,80,17.5,290.0,34.11,37.36,51,HIGH
2026-08-25T17:00,1,2083.05,,,30.7,80,13.7,107.0,35.18,39.88,55,HIGH
2026-08-25T18:00,1,2083.05,,,29.9,82,13.9,9.0,34.44,37.92,51,HIGH
2026-08-25T19:00,1,2083.05,,,29.6,85,12.6,0.0,34.53,37.8,51,HIGH
2026-08-25T20:00,1,2083.05,,,29.4,84,12.7,0.0,34.1,36.88,49,MODERATE
2026-08-25T21:00,1,2083.05,,,28.9,88,10.4,0.0,34.05,36.25,49,MODERATE
2026-08-25T22:00,1,2083.05,,,28.7,89,12.1,0.0,33.94,35.82,48,MODERATE
2026-08-25T23:00,1,2083.05,,,29.4,85,13.5,0.0,34.26,37.14,50,MODERATE
2026-08-26T00:00,1,2083.05,,,29.2,84,10.9,0.0,33.83,36.25,49,MODERATE
2026-08-26T01:00,1,2083.05,,,29.1,85,10.5,0.0,33.85,36.18,49,MODERATE
2026-08-26T02:00,1,2083.05,,,28.8,88,8.8,0.0,33.92,35.92,48,MODERATE
2026-08-26T03:00,1,2083.05,,,28.6,87,9.5,0.0,33.49,35.06,47,MODERATE
2026-08-26T04:00,1,2083.05,,,28.4,87,13.1,0.0,33.23,34.44,45,MODERATE
2026-08-26T05:00,1,2083.05,,,28.3,91,5.5,1.0,33.7,34.91,47,MODERATE
2026-08-26T06:00,1,2083.05,,,29.0,88,7.7,76.0,34.19,36.58,50,MODERATE
2026-08-26T07:00,1,2083.05,,,29.6,84,10.7,251.0,34.37,37.52,52,HIGH
2026-08-26T08:00,1,2083.05,,,30.5,80,12.2,465.0,34.91,39.24,55,HIGH
2026-08-26T09:00,1,2083.05,,,31.1,77,13.3,632.0,35.2,40.15,57,HIGH
2026-08-26T10:00,1,2083.05,,,31.1,77,13.7,735.0,35.2,40.15,58,HIGH
2026-08-26T11:00,1,2083.05,,,29.1,87,10.3,557.0,34.17,36.67,52,HIGH
2026-08-26T12:00,1,2083.05,,,29.4,87,8.1,333.0,34.58,37.67,53,HIGH
2026-08-26T13:00,1,2083.05,,,30.6,82,12.8,652.0,35.39,40.22,57,HIGH
2026-08-26T14:00,1,2083.05,,,28.0,91,7.9,426.0,33.29,33.92,47,MODERATE
2026-08-26T15:00,1,2083.05,,,28.1,91,7.4,215.0,33.43,34.25,47,MODERATE
2026-08-26T16:00,1,2083.05,,,29.1,86,11.1,304.0,34.01,36.42,50,MODERATE
2026-08-26T17:00,1,2083.05,,,28.8,92,5.9,114.0,34.54,36.86,51,HIGH
2026-08-26T18:00,1,2083.05,,,28.8,90,6.7,6.0,34.23,36.38,50,MODERATE
2026-08-26T19:00,1,2083.05,,,28.9,88,7.2,0.0,34.05,36.25,49,MODERATE
2026-08-26T20:00,1,2083.05,,,29.1,89,7.8,0.0,34.48,37.17,51,HIGH
2026-08-26T21:00,1,2083.05,,,29.1,90,9.3,0.0,34.64,37.43,51,HIGH
2026-08-26T22:00,1,2083.05,,,29.0,90,8.4,0.0,34.5,37.08,50,MODERATE
2026-08-26T23:00,1,2083.05,,,29.4,88,4.3,0.0,34.74,37.94,52,HIGH
2026-08-27T00:00,1,2083.05,,,29.1,89,4.4,0.0,34.48,37.17,51,HIGH
2026-08-27T01:00,1,2083.05,,,28.8,91,4.3,0.0,34.38,36.62,50,MODERATE
2026-08-27T02:00,1,2083.05,,,28.5,93,3.7,0.0,34.28,36.02,49,MODERATE
2026-08-27T03:00,1,2083.05,,,28.4,93,2.3,0.0,34.14,35.67,49,MODERATE
2026-08-27T04:00,1,2083.05,,,28.2,93,4.0,0.0,33.86,34.97,48,MODERATE
2026-08-27T05:00,1,2083.05,,,28.8,92,3.5,1.0,34.54,36.86,51,HIGH
2026-08-27T06:00,1,2083.05,,,29.6,88,3.8,79.0,35.02,38.64,54,HIGH
2026-08-27T07:00,1,2083.05,,,30.7,82,3.1,272.0,35.53,40.56,58,HIGH
2026-08-27T08:00,1,2083.05,,,31.4,79,5.4,470.0,35.96,41.86,60,HIGH
2026-08-27T09:00,1,2083.05,,,31.9,76,6.1,619.0,36.1,42.38,61,HIGH
2026-08-27T10:00,1,2083.05,,,31.7,74,8.9,688.0,35.46,40.97,59,HIGH
2026-08-27T11:00,1,2083.05,,,29.4,86,4.6,303.0,34.42,37.4,53,HIGH
2026-08-27T12:00,1,2083.05,,,30.1,85,3.0,558.0,35.21,39.48,57,HIGH
2026-08-27T13:00,1,2083.05,,,31.6,76,4.4,785.0,35.69,41.39,61,HIGH
2026-08-27T14:00,1,2083.05,,,32.0,72,5.2,593.0,35.49,41.15,60,HIGH
2026-08-27T15:00,1,2083.05,,,31.9,73,8.3,489.0,35.54,41.22,59,HIGH
2026-08-27T16:00,1,2083.05,,,29.7,83,11.7,230.0,34.34,37.57,52,HIGH
2026-08-27T17:00,1,2083.05,,,28.8,91,5.0,92.0,34.38,36.62,51,HIGH
2026-08-27T18:00,1,2083.05,,,28.9,92,3.2,7.0,34.68,37.22,51,HIGH
2026-08-27T19:00,1,2083.05,,,28.9,94,2.8,0.0,34.99,37.72,52,HIGH
2026-08-27T20:00,1,2083.05,,,29.0,94,2.6,0.0,35.13,38.1,53,HIGH
2026-08-27T21:00,1,2083.05,,,29.0,94,3.3,0.0,35.13,38.1,53,HIGH
2026-08-27T22:00,1,2083.05,,,29.0,94,3.4,0.0,35.13,38.1,53,HIGH
2026-08-27T23:00,1,2083.05,,,29.3,93,2.4,0.0,35.4,38.97,54,HIGH
2026-08-28T00:00,1,2083.05,,,28.9,94,2.7,0.0,34.99,37.72,52,HIGH
2026-08-28T01:00,1,2083.05,,,28.8,94,1.5,0.0,34.85,37.35,52,HIGH
2026-08-28T02:00,1,2083.05,,,28.6,95,1.1,0.0,34.72,36.84,51,HIGH
2026-08-28T03:00,1,2083.05,,,27.7,93,2.0,0.0,33.18,33.28,45,MODERATE
2026-08-28T04:00,1,2083.05,,,27.4,95,5.8,0.0,33.06,32.59,43,MODERATE
2026-08-28T05:00,1,2083.05,,,27.9,96,3.4,1.0,33.89,34.48,47,MODERATE
2026-08-28T06:00,1,2083.05,,,28.5,93,3.9,65.0,34.28,36.02,50,MODERATE
2026-08-28T07:00,1,2083.05,,,29.1,89,5.8,192.0,34.48,37.17,52,HIGH
2026-08-28T08:00,1,2083.05,,,30.0,85,3.6,352.0,35.08,39.14,56,HIGH
2026-08-28T09:00,1,2083.05,,,31.1,82,4.6,594.0,36.08,41.95,61,HIGH
2026-08-28T10:00,1,2083.05,,,31.8,80,2.6,733.0,36.7,43.65,63,HIGH
2026-08-28T11:00,1,2083.05,,,32.6,75,2.3,798.0,36.87,44.32,64,HIGH
2026-08-28T12:00,1,2083.05,,,32.9,74,0.3,792.0,37.09,44.91,65,HIGH
2026-08-28T13:00,1,2083.05,,,28.9,88,15.9,486.0,34.05,36.25,50,MODERATE
2026-08-28T14:00,1,2083.05,,,28.4,91,6.4,236.0,33.83,35.25,49,MODERATE
2026-08-28T15:00,1,2083.05,,,29.4,86,6.8,232.0,34.42,37.4,52,HIGH
2026-08-28T16:00,1,2083.05,,,29.4,84,9.7,169.0,34.1,36.88,51,HIGH
2026-08-28T17:00,1,2083.05,,,29.5,91,3.1,71.0,35.36,39.15,55,HIGH
2026-08-28T18:00,1,2083.05,,,27.9,93,9.2,5.0,33.45,33.95,45,MODERATE
2026-08-28T19:00,1,2083.05,,,26.4,95,13.3,0.0,31.72,26.4,25,LOW
2026-08-28T20:00,1,2083.05,,,27.0,91,2.9,0.0,31.96,30.84,39,MODERATE
2026-08-28T21:00,1,2083.05,,,26.7,93,2.0,0.0,31.84,30.15,37,MODERATE
2026-08-28T22:00,1,2083.05,,,27.1,94,3.2,0.0,32.51,31.48,41,MODERATE
2026-08-28T23:00,1,2083.05,,,27.9,93,7.3,0.0,33.45,33.95,45,MODERATE
2026-08-29T00:00,1,2083.05,,,27.8,94,2.7,0.0,33.46,33.78,46,MODERATE
2026-08-29T01:00,1,2083.05,,,27.7,93,4.8,0.0,33.18,33.28,45,MODERATE
2026-08-29T02:00,1,2083.05,,,27.7,95,7.2,0.0,33.47,33.6,45,MODERATE
2026-08-29T03:00,1,2083.05,,,27.6,96,7.7,0.0,33.48,33.42,44,MODERATE
2026-08-29T04:00,1,2083.05,,,27.4,96,8.4,0.0,33.2,32.73,43,MODERATE
2026-08-29T05:00,1,2083.05,,,28.5,94,8.6,0.0,34.43,36.24,49,MODERATE
2026-08-29T06:00,1,2083.05,,,28.8,92,8.7,76.0,34.54,36.86,50,MODERATE
2026-08-29T07:00,1,2083.05,,,29.0,88,6.9,223.0,34.19,36.58,51,HIGH
2026-08-29T08:00,1,2083.05,,,28.2,89,3.8,236.0,33.26,34.2,47,MODERATE
2026-08-29T09:00,1,2083.05,,,30.1,86,1.9,541.0,35.38,39.8,58,HIGH
2026-08-29T10:00,1,2083.05,,,31.3,81,5.8,658.0,36.18,42.27,61,HIGH
2026-08-29T11:00,1,2083.05,,,31.6,80,6.5,773.0,36.42,42.94,62,HIGH
2026-08-29T12:00,1,2083.05,,,31.1,82,4.7,632.0,36.08,41.95,61,HIGH
2026-08-29T13:00,1,2083.05,,,28.3,86,15.8,258.0,32.94,33.94,45,MODERATE
2026-08-29T14:00,1,2083.05,,,27.9,90,8.4,112.0,33.01,33.43,45,MODERATE
2026-08-29T15:00,1,2083.05,,,28.0,91,7.0,149.0,33.29,33.92,46,MODERATE
2026-08-29T16:00,1,2083.05,,,28.5,88,6.8,247.0,33.51,34.95,48,MODERATE
2026-08-29T17:00,1,2083.05,,,29.3,87,7.8,104.0,34.44,37.33,51,HIGH
2026-08-29T18:00,1,2083.05,,,28.5,92,2.9,7.0,34.12,35.8,49,MODERATE
2026-08-29T19:00,1,2083.05,,,28.5,92,0.5,0.0,34.12,35.8,49,MODERATE
2026-08-29T20:00,1,2083.05,,,28.3,94,2.3,0.0,34.15,35.52,49,MODERATE
2026-08-29T21:00,1,2083.05,,,28.0,96,2.1,0.0,34.03,34.84,48,MODERATE
2026-08-29T22:00,1,2083.05,,,27.8,96,4.3,0.0,33.75,34.12,46,MODERATE
2026-08-29T23:00,1,2083.05,,,28.6,96,7.6,0.0,34.87,37.07,51,HIGH
2026-08-30T00:00,1,2083.05,,,27.4,91,13.8,0.0,32.49,32.04,41,MODERATE
2026-08-30T01:00,1,2083.05,,,26.4,96,10.7,0.0,31.85,26.4,25,LOW
2026-08-30T02:00,1,2083.05,,,26.4,97,11.6,0.0,31.99,26.4,25,LOW
2026-08-30T03:00,1,2083.05,,,26.3,97,11.0,0.0,31.85,26.3,25,LOW
2026-08-30T04:00,1,2083.05,,,26.3,97,10.0,0.0,31.85,26.3,25,LOW
2026-08-30T05:00,1,2083.05,,,27.4,93,8.5,0.0,32.77,32.31,42,MODERATE
2026-08-30T06:00,1,2083.05,,,27.8,92,12.9,58.0,33.17,33.45,44,MODERATE
2026-08-30T07:00,1,2083.05,,,28.0,93,13.8,199.0,33.59,34.28,46,MODERATE
2026-08-30T08:00,1,2083.05,,,27.7,93,15.1,85.0,33.18,33.28,43,MODERATE
2026-08-30T09:00,1,2083.05,,,29.3,87,16.2,425.0,34.44,37.33,51,HIGH
2026-08-30T10:00,1,2083.05,,,30.7,82,16.9,618.0,35.53,40.56,57,HIGH
2026-08-30T11:00,1,2083.05,,,29.7,90,19.3,532.0,35.48,39.59,55,HIGH
2026-08-30T12:00,1,2083.05,,,29.4,89,16.7,406.0,34.9,38.22,53,HIGH
2026-08-30T13:00,1,2083.05,,,30.6,82,11.9,439.0,35.39,40.22,57,HIGH
2026-08-30T14:00,1,2083.05,,,27.9,93,6.6,247.0,33.45,33.95,46,MODERATE
2026-08-30T15:00,1,2083.05,,,27.6,94,7.1,94.0,33.19,33.11,44,MODERATE
2026-08-30T16:00,1,2083.05,,,28.1,93,1.0,91.0,33.72,34.63,48,MODERATE
2026-08-30T17:00,1,2083.05,,,28.4,91,2.8,45.0,33.83,35.25,48,MODERATE
2026-08-30T18:00,1,2083.05,,,28.0,95,6.8,5.0,33.88,34.65,47,MODERATE
2026-08-30T19:00,1,2083.05,,,27.9,95,8.3,0.0,33.74,34.3,46,MODERATE
2026-08-30T20:00,1,2083.05,,,27.6,95,9.8,0.0,33.33,33.26,44,MODERATE
2026-08-30T21:00,1,2083.05,,,27.3,96,6.6,0.0,33.07,32.39,43,MODERATE
2026-08-30T22:00,1,2083.05,,,27.3,96,7.9,0.0,33.07,32.39,43,MODERATE
2026-08-30T23:00,1,2083.05,,,27.2,95,5.8,0.0,32.79,31.92,42,MODERATE
2026-08-31T00:00,1,2083.05,,,26.8,96,10.9,0.0,32.39,30.73,38,MODERATE
2026-08-31T01:00,1,2083.05,,,25.9,98,9.6,0.0,31.46,25.9,24,LOW
2026-08-31T02:00,1,2083.05,,,25.9,97,12.5,0.0,31.32,25.9,24,LOW
2026-08-31T03:00,1,2083.05,,,27.0,95,16.7,0.0,32.52,31.27,39,MODERATE
2026-08-31T04:00,1,2083.05,,,27.4,91,18.5,0.0,32.49,32.04,41,MODERATE
2026-08-31T05:00,1,2083.05,,,27.7,93,15.8,0.0,33.18,33.28,43,MODERATE
2026-08-31T06:00,1,2083.05,,,28.0,93,15.5,62.0,33.59,34.28,45,MODERATE
2026-08-31T07:00,1,2083.05,,,28.9,88,18.7,219.0,34.05,36.25,48,MODERATE
2026-08-31T08:00,1,2083.05,,,29.9,82,20.3,377.0,34.44,37.92,52,HIGH
2026-08-31T09:00,1,2083.05,,,30.4,80,20.0,556.0,34.78,38.92,54,HIGH
2026-08-31T10:00,1,2083.05,,,28.9,88,17.8,570.0,34.05,36.25,50,MODERATE
2026-08-31T11:00,1,2083.05,,,27.6,92,16.5,389.0,32.9,32.8,44,MODERATE
2026-08-31T12:00,1,2083.05,,,28.6,89,16.8,419.0,33.8,35.49,48,MODERATE
2026-08-31T13:00,1,2083.05,,,28.8,87,18.3,340.0,33.76,35.69,48,MODERATE
2026-08-31T14:00,1,2083.05,,,29.2,86,17.3,390.0,34.15,36.75,50,MODERATE
